category,rating,label,text,validity
Movies_and_TV_5,5,CG,My children were grown and raised in the 1950s. I saw this film in the theatre and we loved it.  The movie is funny and the music is great.  I would recommend it to any person. ,1
Movies_and_TV_5,2,CG,"I agree with the other reviewers here, the movie is pretty good. The acting is pretty good. The story is pretty good. The acting is pretty good. The movie is pretty good.",1
Movies_and_TV_5,5,CG,This series is great. I recommend it. I love this movie. I have seen this one twice. Great story and the acting is good. Great action. I love this movie.,1
Movies_and_TV_5,5,OR,"Watch it front start to finish,, We are sure you will love this movie as much as we did. Super actress and actors ..  Plus you never find much in a good movie with comedy mix in it with love added to it..",0
Movies_and_TV_5,2,OR,This is a couch doctor who majors in quizzical looks and doesn't accept anything on face value.  Each episode is a stand-alone doctor/patient exchange without diagnosis or treatment.  I just don't have the endurance to see if he really ever treats successfully.,0
Movies_and_TV_5,5,OR,"The Double Feature DVD pack with House | House II shows as being full-screen on the website and on the product packaging but the videos are actually widescreen for both, AC-3/2.0, No Subtitles&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/House-Double-Feature-House-House-II-The-Second-Story/dp/B00KTFJ76O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">House Double Feature (House, House II: The Second Story)</a>",0
Movies_and_TV_5,4,OR,Not as great as some of the hype but still a good movie with some added in obvious comedy. Some of the special affects seemed cheesy when it came to people being hit by bullets but all in all I will keep the DVD,0
Movies_and_TV_5,5,OR,So glad to find such a beautifully done production. I love the English countryside and all that goes with it. Great story line and beautiful scenery. Fun to see Brendan Coyle aka Mr. Bates of Downton fame. before anyone knew of Downton Abbey.,0
Movies_and_TV_5,3,OR,This 3rd film in the Hobbit saga is again a bit long and too full of action to bring emotions to the table as some scenes seem more like a video game and Peter Jackson seems to be playing more than making a movie.,0
Movies_and_TV_5,5,OR,This precurser to The Lord of the Rings is a wonderful lead into the much deeper work. It gives background into the former. Although it is not as well developed as the later work-it is truly wonderful and not to be dismissed as inferior.,0
Movies_and_TV_5,5,OR,"Doc Martin is a tremendously entertaining character on television.  While he's such an abominable human being, he is a highly skilled physician and an incredibly vulnerable soul.  The lively banter between characters and the comedic situations continue to amuse in season 3.",0
Movies_and_TV_5,5,OR,"This is the second time I have purchased this film. I use it for my small round table education sessions on water.  It is worth watching, particularly for a quick lesson on transnationals and what it means to be priced out of water.",0
Movies_and_TV_5,5,OR,"What is to be said about the Duke and comedy.  In one of his best performances ever we get to see the comedic side of this great actor.  Also, this movie features the absolute bare-knuckle fight ever put on the big screen.",0
Movies_and_TV_5,5,OR,"This movie wasn't meant to be a documentary. It was just a vehicle for some good ole good guy beats the heck outta the bad guy movie. It exceeded my expectations. Even though I've seen this movie many times, I contine to enjoy it.",0
Movies_and_TV_5,5,OR,"I've been looking for this movie, at last I owned it now on DVD.
I received this today.  Right now I'm watching it here in my PC.
And later when I get home , I'll play this on my player. Watch it all over again.",0
Movies_and_TV_5,2,OR,My high hopes were not achieved.  My feeling is even the mediocre reviews are overstated.  The movie is simply way to slow.  Virtually no action adventure going on.  I had envisioned something like the Three Kings movie.....not even remotely close.,0
Movies_and_TV_5,5,CG,I watched the first episode and it was an interesting show. I also enjoyed the first one. I had to watch the second one but the first one was great. I enjoyed it.,1
Movies_and_TV_5,3,CG,"Some beautiful, slow, quiet scenes, and an entertaining story.  I will admit that I thought this movie was a bit too long and I liked it a bit more than the first two.  The story was well told",1
Movies_and_TV_5,5,CG,"This film is great! It's a real family movie, and I really love how it's been done.I really enjoyed the film. The characters and the story are great. The acting is great. The acting is great",1
Movies_and_TV_5,5,CG,"This movie had all the elements of the movie, which is a nice bonus for the whole family. I had to watch it again and again, and it was great. I enjoyed it.",1
Movies_and_TV_5,5,CG,"A very young Anton with a sweet, sweet, and tender heart.

The movie has a lot of heart. The movie is a film about the beginning of a great life and the end of a great life.
",1
Movies_and_TV_5,4,CG,"This movie was enjoyable if not an entertaining movie.  I saw it for the first time and am glad I did.  I am a movie buff, and I watched it several times.  It was great to see the",1
Movies_and_TV_5,3,CG,"It's not bad for a weekend movie, but it's not a lot of fun.

While the plot is very good, the characters are not the most likable. In fact, it's a little hard to",1
Movies_and_TV_5,4,CG,"I'm a fan of foreign films, and this one is no exception.  The acting is pretty good, and the story is interesting, but the acting is not.  The only other movie I have watched in the past",1
Movies_and_TV_5,5,CG,"We are totally hooked on this movie and the movie is hilarious.  There is a lot of funny moments and some very funny people, including the kids, are great.  I would recommend it to anyone who loves to laugh",1
Movies_and_TV_5,3,CG,"the 3-d and regular movie format.) The movie is shot in a very close up, and the colors are so bright that the movie looks like it is running out of paint. In other words, it is hard to",1
Movies_and_TV_5,5,CG,We still like Jack. We have the movie and watch it all over again. We just can't get enough of it. I can't even remember the first time I saw this movie.,1
Movies_and_TV_5,3,CG,The story line is weird. There are a lot of people who think that the movie was just a self-referential rip-off. The movie itself is a great example of that.,1
Movies_and_TV_5,4,OR,"I hope DAMION DIETZ, the director, will continue making movies.  And, I hope this film will someday make it to DIGITAL DOWNLOAD on this website (and others).  CARBS IS BAD, but I love me some BEEFCAKE.  Mmmm.  : )  WOOF!",0
Movies_and_TV_5,5,OR,"His favorite movie, done up in a beautiful Voight-Kampff case... he should write this review because I will get all the good things wrong.  He loves it to death and can't stop going over the pieces, even years after I bought it for him.",0
Movies_and_TV_5,4,OR,"Great movie (in Dutch) about how things can so easily spin out of control.  So believable, so painful.  They give us great music and then kill it, a metaphor for how those whose heads expand so much that they kill everything, right Alabama?",0
Movies_and_TV_5,1,OR,Bought this movie on a whim because a friend was always talking about how great it is. I had it on for MAYBE 30 minutes and shut it off.  I've never put it in my DVD player again.  I just wasn't into it!,0
Movies_and_TV_5,3,OR,"Great movie... years ago I bought the DVD of these movies, they had 5.1 sound. I bought this for the 1080p quality but these are only 2 channel... What happened...? I would not buy this if you are like me and want the HD experience...",0
Movies_and_TV_5,5,OR,"Fascinating story of one of England's most disruptive social policies. Well acted and the story is almost unbelievable, but it is true!  Finally, after 50 years, the government issued an apology.  If history is of interest to you, this movie is a must!",0
Movies_and_TV_5,4,OR,"now this movie was pretty good it has a real good crash scene in it as well as action it had a good storyline to and the actors were,nt to bad I would give this movie a 4 out of 5 stars.",0
Movies_and_TV_5,5,OR,I have piriformis syndrome so I a constantly trying to find DVDs that specialize in opening up the hips/piriformis.  I find that I buy DVD after DVD but I keep returning to Bryan Kest's version. The practice makes me sweat AND loosens me up.,0
Movies_and_TV_5,5,OR,"I don't see how we've been able to watch this as many times as we have since purchasing it. But honestly, it's entertaining as heck and doesn't make me want to rupture my ear drums when my toddler wants to watch it every single day.",0
Movies_and_TV_5,5,OR,A great movie with all of the dark mood you could ever want. There are other movies with similar story lines but this one was very well done.  I highly recommend it if you would like to see a good large Budget horror/suspence movie.,0
Movies_and_TV_5,5,OR,"A must see Movie! It was exciting, exhilarating, interesting and had a great plot. You get to see J-Lo like you have never seen her before and Jason Statham is in his element and keeps you on the edge of your seat with the action.",0
Movies_and_TV_5,5,OR,"I guess it comes down to I love a great epic type story and this delivers ... although you do have to overlook HBO's preoccupation with the human body in an unclothed state. ... I gues they think less is more , so unorginal HBO.",0
Movies_and_TV_5,5,CG,"Sure the acting wasn't the best, the story was just too slow. The movie has a lot of heart. The movie is a bit cheesy, but it's a very moving movie. The acting is excellent.",1
Movies_and_TV_5,5,CG,"U WONT BE DISAPOINTED, BLUERAY, NO MORE!!WONDERFUL MOVIE, I RECOMMEND YOU BORING IT, AS A FILM, NO WAY CAN I NOT",1
Movies_and_TV_5,3,CG,"It has quite a few similarities to the movie, which is a lot more than the first one.

The story is similar, but the characters are different, so it is not that it is a great movie.

",1
Movies_and_TV_5,3,CG,"This was one of Patrick Dempsey's best movies, and I will admit that I thought it was a bit cliche. The movie itself is very well done, but the acting is pretty bad. The only reason I bought this film",1
Movies_and_TV_5,3,CG,"Good flick and what can I say, the movie is good. If you have been following the story, you know the movie is worth watching. If you don't, then this is a great movie.",1
Movies_and_TV_5,5,CG,"Very good sy fy action, an entertaining story, and a great cast. I recommend it. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great.",1
Movies_and_TV_5,5,CG,"British writing for television has been an influence on the show since its first season, and this season is no exception.  The cast, including the main characters, are solid, and it's worth seeing if you are in the mood",1
Movies_and_TV_5,5,CG,"This is one of the better ones I've seen in a long time, and I'm just glad I finally got the chance to see it. The sound is great, the sound is nice, and the special effects are good too",1
Movies_and_TV_5,3,CG,The man who came back from the dead with the sword was a man who knew the sword and was a man who had the strength to fight. The man who died in the battle was a man who had the strength to fight.,1
Movies_and_TV_5,5,CG,"A heartwarming story with Scott Bakula and the cast.  The plot is just a little too simple.  The story is just a little too complex, and the acting is very poor.  The only reason I bought this",1
Movies_and_TV_5,1,CG,"Ugly is right and that's what you want to watch.

The story is a bit different. There's a lot of blood and gore, but you're not a murderer. The only thing that's going to make",1
Movies_and_TV_5,4,CG,This is A fun funny movie. The characters are funny and the plot is just a little too dark. If you like comedy you will like this movie.I think this is a great movie. It is based on a true story,1
Movies_and_TV_5,5,CG,"Even though this one didn't go down well with me, I still liked it. I was just blown away by the way the movie was shot and the way the actors played their parts. The story was well told and the acting",1
Movies_and_TV_5,1,OR,"For having some generally good actors in it, I must say that the script and acting of the movie are probably the worst I have ever seen... But on a good note the shipping was fast and Amazon's service is great.  Just a terrible flick.",0
Movies_and_TV_5,5,OR,"We primarily bought this for our granddaughters all under 9 years old. We believe that this classics are the perfect proper stories for girls even today. Let them enjoy The Hunger Games, but let them also learn what responsibility, pride, laughter, and love means as well.",0
Movies_and_TV_5,5,OR,"I love this film and rented it from Netflix on a few occasions.  Would LOVE to purchase the DVD from Amazon, but with a $150.00 - $200.00 price tag, FORGET IT!  This is a film screaming for a remastered Blu-Ray release...at a reasonable price.",0
Movies_and_TV_5,2,OR,"I enjoy this movie, and decided to get the blu ray instead of the criterion edition. This was a horrible mistake. The blu ray has no special features, not even a commentary(the criterion has 3). I will be purchasing the criterion edition sometime in the future.",0
Movies_and_TV_5,5,OR,"Very easy to follow, not too hard but got my body moving.  I have been using it all week so far and look forward to it.  It's amazing how moving around a little more than often can have a big effect.  Nice DVD.",0
Movies_and_TV_5,2,OR,There was so much going on it was very difficult to follow.  The language by the characters was very offensive - every sentence contained a vulgar language.  Not a series I would recommend.  We stopped play about 20 minutes into the first episode.,0
Movies_and_TV_5,5,OR,"Home Movies got better and better, and was cut to short at four seasons. All four sets have tons of extra material on every disc. If you're a fan, you will be more than pleased. I wish they would have removed the beeps over explicit words.",0
Movies_and_TV_5,4,OR,"Arnold is always fun to watch and while not as outstanding as Terminator 1, it is a satisfying end to the trilogy and makes for a fun afternoon watching all three during a cold winter afternoon with some hot chocolate and a large bowl of popcorn.",0
Movies_and_TV_5,2,OR,"Trash, but trash with a certain pedigree. Ordinarily Stuart Whitman should not be compared with the can't take your eyes off them greats and there's nothing here to make you think otherwise, but in spite of it all it does possess a certain something...Janet Leigh? Maybe.",0
Movies_and_TV_5,5,OR,"This is the number 1 anime I recommend to all, it is one of the top 5 greatest of all time. It has amazing voice over work, amazing story and beautiful music. It is a must own and especially now that it is available on blu-ray.",0
Movies_and_TV_5,4,OR,"a delightful visionary work that features a lovable cast of characters that often prove surreal as well as very human. Among the family friendly films out there, this one presents plenty of visual treats and humor to hold adult attention. The soundtrack is pretty groovy, too.",0
Movies_and_TV_5,5,OR,"You tend to think #3 of any series will probably loose something and not be as good as the previous two but NOT so for this series. This is as edge of your seat as the first two. Get this one, you will NOT be disappointed.",0
Movies_and_TV_5,5,OR,"Stooge fans MUST own this first collection, although their best work would come in the decade following this time period.  Pristine transfers.  It seems everyone rating this less than 5 is having trouble with their DVD players...they must be full of wires or something....",0
Movies_and_TV_5,1,CG,Your kids deserve better entertainment than this crap.Watched this on TV for the first time and am so glad I did. I am a huge fan of Treme. The only other movie I have watched in the last 30 years is,1
Movies_and_TV_5,3,CG,Received item is perfect viewing.I love the movie. I saw it for the first time last night.  Great movie! I am a huge fan of Treme.  I love this movie.  It is a good movie,1
Movies_and_TV_5,5,CG,"The human spirit is amazing. We have the ability to sense the power of God, the power of the human heart. We can also see the power of the Spirit of the Lord, and we can see the power of the Spirit of",1
Movies_and_TV_5,5,CG,"What a fun film.  Not a bad movie, just not a lot of action.  If you like action movies, this is a must see.  If you don't, go for it.  If you like action movies",1
Movies_and_TV_5,4,CG,"While this may seem like a stretch, the movie is a real treat for those who enjoy the historical accuracy of the story. The story takes place in the early 20th century, and is told through a lens of the early 21st",1
Movies_and_TV_5,5,CG,"I hadn't seen this movie before, and thought it would be a nice addition to my collection.  I had not seen the movie before, and thought it would be a great addition to my collection.  It is a good movie",1
Movies_and_TV_5,5,CG,I look forward to EVERYTHING. The movie is just too slow. There is a lot of blood and guts in the film. The gore and gore is just not believable. I would recommend it to anyone who likes action movies.,1
Movies_and_TV_5,5,CG,"A very good Christian film,the story is well done and the acting is very good. I would recommend this film to anyone who is interested in a good Christian film.I'm a fan of the movies and this one is a good",1
Movies_and_TV_5,5,CG,Miami Vice was a fantastic film. The story is very good and the characters are very believable. The acting is top notch and the story is very interesting. The acting was great and the movie was very well done. The acting was perfect,1
Movies_and_TV_5,4,CG,This is a funny movie. I love the movie. It's also a very funny movie. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great.,1
Movies_and_TV_5,5,CG,"""I had forgotten how funny this movie was. It was hilarious. I also enjoyed the way the actors portrayed the characters. The movie was funny and the acting was great. The only thing that I didn't like about it was the",1
Movies_and_TV_5,3,CG,"I have watched most of the Star Trek movies and these two movies are my favorites. If you like Star Trek, you will like this movie. If you don't, then you will not like this movie.",1
Movies_and_TV_5,1,OR,"I hate to see the rating on this film misrepresented so I have to rate it.  Aside from the lousy picture and sound, the movie stinks.  Hard to believe both John Sturges and Charles Bronson were involved in this schlup, if that's even a word...",0
Movies_and_TV_5,4,OR,"This movie is not that bad. For an abandoned mine story I think they did pretty well and found myself to be mildly entertained all the way through. Its a typical story, well done. This movie definitely deserves a better rating than most people are giving it.",0
Movies_and_TV_5,3,OR,"It was merely okay. Too many unanswered questions, lengthy stretches without any meaningful  action. You never know why he was sailing alone for one thing. I watched all the way through thinking something meaningful was going to pop up but it never showed. Compelling but incomplete.",0
Movies_and_TV_5,5,OR,"The second season has not let me down. So far it has been great and hopefully when this season is done they will come back with a third. You can't help getting involved with the characters. What good entertainment just enough action, romance, secrets and family problems.",0
Movies_and_TV_5,3,OR,"1, 2, & 3 were far better.
The thing is that ""Hunter"" is introduced here but to the little boy, as a neighbour.
The scenes do keep you at the edge of your seat, nail-biting scenes, causes goosebumps - but it was not as gripping as the first 3!",0
Movies_and_TV_5,5,OR,"If you are looking for a fun movie with singing and dancing then this is the movie for you.  It isn't out in Blu Ray though so don't try looking because I have.  Showed it to 7th grade, inter city students and they loved it!",0
Movies_and_TV_5,1,OR,Not at all satisfied with this DVD.  Especially the sound.  Just not at all clear and fades out in some scenes. Picture not the best in fact I have seen better.  Don't recommend this unless you are a collector.  Better DVDs out there.,0
Movies_and_TV_5,5,OR,This movie was perfect for my sisters and I to watch especially because we were watching while stuck in our house due to Hurricane Harvey #HoustonStrong.  Prior to this I had not seen the movie so it was awesome that the movie was available to watch.,0
Movies_and_TV_5,1,OR,"I need to select different scenes to show; for a college class that I teach- I was STUNNED to discover neither of these discs HAS a menu! I'm really upset. I have to see if I can return them, as they are NOT gonna work for me.",0
Movies_and_TV_5,1,OR,"Boy shags strainge woman in the woods, and starts to change into a female everytime he gets excited. meets beautiful girl who also turns into a boy, they take turns. Only good thing about this stupid movie is that the boys are cute. Don't waist your time.",0
Movies_and_TV_5,2,OR,"i don't know what they were thinking when they edited this soap opera. they shopped it up in a way that interferes with the story and the sequence of events. things happen sometimes, and you find out later why they happen in terms of the story line.",0
Movies_and_TV_5,5,OR,"Loved it! Somehow I managed to miss it all those years ago -- but I missed a lot of good, great and bad movies in that period of my life. I particularly enjoyed all the Simon and Garfunkle music throughout the film, and how well it fit.",0
Movies_and_TV_5,5,CG,"Even though I have not seen it, I feel it is a nice addition to the series.Great movie. Great story. I liked it. The acting was great. The acting was great. The acting was great. The acting was great",1
Movies_and_TV_5,5,CG,Wow - this is definately a movie you want to watch - it's one of the best movies ever made.I had to watch this movie to get the full story.  I enjoyed it.I had no idea that this film would,1
Movies_and_TV_5,5,CG,"It follows was pretty good, but the story was just too slow.

The movie has a couple of extra scenes, but most of the movie is just a background of how it was made.

The movie is a bit slow",1
Movies_and_TV_5,4,CG,"The close relationship of the two characters, the two families, the history of the era and the past is so well-told. The characters and the story are so well-drawn and so well-acted that it's a film that will",1
Movies_and_TV_5,5,CG,"Great actress Amy Adams and a real professional with a genuine sense of humor that makes the movie one of the best in the series.

A+Excellent movie, a great story and a great family movie. It was good to see the",1
Movies_and_TV_5,5,CG,"this movie i love it,i love the movie i watch it again,the movie is awesome.I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was great",1
Movies_and_TV_5,3,CG,"Likewise with Carmen Miranda... She plays an incredibly believable and believable character. She also makes a strong and believable portrayal of the woman in the role.  The supporting cast is solid, and it's worth seeing.  It's a film that",1
Movies_and_TV_5,5,CG,"When we read what this woman has said, we are all either born with a disease or have an autoimmune disease.  The doctor, however, is the only one who is able to treat it.  The only thing that I can think",1
Movies_and_TV_5,5,CG,"Must say this is a good movie, but it is not a great one. I would recommend this movie to anyone who is interested in a good movie, if you are a fan of action movies. A great movie.",1
Movies_and_TV_5,4,CG,"Well, not really his comedic style. The movie is just too full of action, too slow and just plain ridiculous.  The movie is a bit cheesy, but not so much that it's worth watching.  It's just a lame",1
Movies_and_TV_5,5,CG,better then the original and better than the sequel.  I saw it for the first time and am so glad I did.  The gore and the blood are just so great.  The story is well told and the acting is perfect.,1
Movies_and_TV_5,4,OR,"A far fetched but captivating science fiction thriller.  While the premise is quite real, the facts and security premises are not quite believable.  I found it exciting although it pressed the imagination for realism.  I would recommend it to those who enjoy science fiction thrillers.",0
Movies_and_TV_5,5,OR,"This movie is great. 'Nuff said. The DVD has some really interesting extras in it where they show you the castle it was shot at and which rooms all the scenes were in.

If you are a Monty Python fan, this is a great DVD to add your collection.",0
Movies_and_TV_5,5,OR,"My granddaughter loves loves loves Annie, she's two and walks around the house singing tommorow! Then says ""you sing"" she gets us all singing :) so we know after buying the DVD and cd of Annie for Christmas they'll both be worn out by February OR sooner lol",0
Movies_and_TV_5,5,OR,"Excellent film and a great story telling of a truly historic event. Sure it looks a little dated in some ways now, and his dog's name would cause consternation these days, but every bit as enjoyable as  when I watched it as a kid.",0
Movies_and_TV_5,2,OR,"If you like hallmark made-for-tv movies, then this is for you. If you hate hallmark with a run-like-a-zombie passion, avoid this. This is a film about the emotional aspect of having to outlived the dead by somekind of plague. VERY EMOTIONAL but not a tear jerker. Just average.",0
Movies_and_TV_5,5,OR,"Outstanding classic. True story of a small group of courageous British explorers in 1912 that dared not to show weakness in face of great pain and suffering during their journey to and from the south pole. Good cinematography of a frozen wasteland. A ""horrible place"" as Scott said.",0
Movies_and_TV_5,5,OR,This is fun.  I use to watch these kind of movies when I was a child.  This was good to see.  I enjoyed the concept of Hercules in this one.  Could be what really happened.  Check it out and see what you think.,0
Movies_and_TV_5,1,OR,"As of Jul/9/2009, The Legend of Billie Jean has unfortunatly not been released on dvd. Dvd listings for new and used copies are bootlegs. If you are very desperate for a copy, order at your own risk. This ""import"" was not a legit version else where.",0
Movies_and_TV_5,3,OR,Absurd plot loaded with unbelievable coincidences but numerous humorous moments. Hard to know if the director was trying to make a crime drama or a comic  movie about criminals involving a bundle of stock characters. When will they ever learn about the stupidity of the sideways-held handgun?,0
Movies_and_TV_5,5,OR,"This is one of the most underrated Nicolas Cage (and Ron Perlman) movies ever.  If you like witch, supernatural, etc movies - this is one of the absolute best.  We watch it at least a couple times a year - one of which around Halloween always.",0
Movies_and_TV_5,5,OR,"I grew up watching these TV shows. They were much better than anything we have to suffer through now. These had very little ""Social Justice"" crap in them. These TV shows were fun and entertaining without any ridiculously presented PC. For a buck-ninety-nine the episodes are worth it.",0
Movies_and_TV_5,4,CG,"Profiles a family that provides a financial support system to families of all ages who have suffered through the past.  The family is also a solid foundation for the future of the great American cities.

The movie opens with a large group of",1
Movies_and_TV_5,3,CG,"Considering that it didn't seem to have the chemistry of a good horror film, it was a pretty good film. The story is pretty much typical of the TV series, so it should be taken with a grain of salt.",1
Movies_and_TV_5,4,CG,"""Lilo and Stitch"" was pretty good. The movie was a bit slow at times, but the acting was good. The movie is definitely a must see for the whole family. Great movieI enjoyed it.",1
Movies_and_TV_5,3,CG,"Love the movie not the actual movie, the movie is a mere plot device. I don't care for plot devices. The movie is a movie, the movie is a movie. The movie is a movie. It's a movie.",1
Movies_and_TV_5,4,CG,"Although parts of the movie are anamorphic, which is a nice bonus, I was surprised to find that the original film looks much better. The sound is crystal clear, and it's clear that this is the movie that I grew up with",1
Movies_and_TV_5,1,CG,this movie stinks i strongly recommend itGreat movie!Very good movie. Great acting!  Great story. Great acting. Great movie. Great movie. Great movie. Great movie. Great movie.,1
Movies_and_TV_5,5,CG,Featuring an Academy Award winning cast of actors and a hilarious cast of actors who have the courage to share their stories. The movie is both entertaining and funny. It is very moving and it is well worth the watch.,1
Movies_and_TV_5,4,CG,"3 of the 4 episodes, and the only one which I saw on my own.

While I don't know if I will watch this again, I think this is a great movie. It is still very good, and it was enjoyable",1
Movies_and_TV_5,5,CG,"Easily one of the greatest TV shows of all time. I saw it for the first time last night. Great story and actors, great actors, great actors, great actors, great actors. A great movie.",1
Movies_and_TV_5,5,CG,Good for days when you are an adult.  Not for kids.  Great for kids and adults.  Great for the family.  Not for the big time.  Great for the whole family.  Great for the whole family. ,1
Movies_and_TV_5,5,CG,"I have no idea why this movie was made, but I saw it for the first time and am so glad I did. I am a huge fan of Treme and it is so nice to see him in this movie. I am very pleased",1
Movies_and_TV_5,5,OR,"I've read them all.  I've reread them all.  And I'll read them all again.  This series pulls the best of characters and plots from Stout's books, couples them with fine ensemble acting and beautiful music.  So, I've watched, watched again, and will watch some more.",0
Movies_and_TV_5,4,OR,While this film is about a horrific time it is well done and held my interest until the connection broke down.  This is the first time that streaming has left me in a lurch and so I will return another time to watch the rest of the film.,0
Movies_and_TV_5,2,OR,Hated the story line. It was basically a string of cameo opportunities for Bollywood stars to show up. It tried to mix a serious story with too much light humor. Then it was scary. This movie couldn't make up its mind what genre it was. Don't waste your time.,0
Movies_and_TV_5,2,OR,"the story just didn't capture me. the plot feels .... lacking. it's not a movie I'd watch over again.
the biggest issue is that I feel there are no chemistry between the main characters and for a romantic film. geez. no wonder why they have a lot of mix reviews.",0
Movies_and_TV_5,5,OR,I enjoy watching the Murder She Wrote programs and so I ordered this product. I received the product in a timely manner and the condition of the excellent. I am truly pleased with this product and I would purchase from this seller in the future should an opportunity arise.,0
Movies_and_TV_5,5,OR,a very good movie for those who like to watch the inner workings of the Reich. there is a lot of speculation as to weather the meetings actually took place or if it is just allied propaganda put together after the war. watch it and decide for your self.,0
Movies_and_TV_5,4,OR,"If you enjoy guitars, great guitarists, and great music, then you must have this collelction.  From John Mayer to B.B. King, this collection displays some of the best talent in comtemporary blues and country music ever dsiplayed.  having Steve winwood at the end is not bad either!",0
Movies_and_TV_5,5,OR,"It's certainly not your every day chic flick despite what you might think from the cover.  Chauvinistic sure, but if you take it the way it's meant (i.e. comedy based on reality), you'll laugh throughout the movie.  And of course women will get the happy romantic ending.",0
Movies_and_TV_5,5,OR,"Besides&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Mrs-Doubtfire-Blu-ray/dp/B00RNTYI3G/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mrs Doubtfire [Blu-ray</a>] this is probably Robin Williams best works. I was so happy to finally have it on Blu-Ray. I have fond memories of watching it as a child and I am glad to have it now so I can watch it whenever I want!",0
Movies_and_TV_5,5,OR,"I don't really see giving this less than 4 or 5 stars.  The story
is powerful.  The message of 'by hurting yourself you also hurt
others in your life,' is presented well.  If you're interested in
a movie that gives you something to think about, it's worth the time.",0
Movies_and_TV_5,5,OR,"This is one of the funniest and most quotable movies of all-time. John Goodman is the best he's ever been and Jeff Bridges has a career-defining role as ""The Dude"". If you have a pulse, you need to see this. WAY too many classic scenes to ignore this masterpiece.",0
Movies_and_TV_5,5,CG,"The cinematography in this film is an amazing combination of fine acting, dramatic elements, and a powerful story.  The film is also a solid film with the impressive cast.  The film is worth watching for its excellent acting, beautiful scenery, and",1
Movies_and_TV_5,5,CG,"This was awesome and after watching it, I feel like I will watch it again. Very good. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good.",1
Movies_and_TV_5,5,CG,"Yeah Kurama. He's my favorite. But it's the movie itself that really gives me a reason to keep watching. If you want to watch a movie that is as good as the movie, go for it. And if you want to watch",1
Movies_and_TV_5,5,CG,"This series is captivating. The characters are believable and the plots are full of twists and turns. If you like anime, this is the series for you. The animation is excellent, the story is well developed and the special effects are quite good.",1
Movies_and_TV_5,4,CG,This movie was a fine time to watch with my kids.  I also enjoyed the movie with my grandkids.  The movie was funny and the characters were likable.  The movie had a good plot and was good in a good way.,1
Movies_and_TV_5,3,CG,"Not sure if someone decided to do the movie, but I saw it for the first time and was so pleased.  The movie is a bit cheesy, but the acting is okay.  If you like older movies, this is a must see.",1
Movies_and_TV_5,5,CG,"Older movie, but great story. Excellent acting by the actors. Also, a very strong script. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great.",1
Movies_and_TV_5,5,CG,"All I can say is that this movie was very good.  The only reason I gave it 5 stars is because the acting was so poor.  The acting was so bad, it was difficult to follow the story.  I would have liked to",1
Movies_and_TV_5,5,CG,Continues where the first one started. The story is a bit slow and the characters seem to just keep getting stuck in the story. The characters are not the most likable of the characters but it's fun to watch.,1
Movies_and_TV_5,5,CG,i don't know how many people have watched this movie. I saw it for the first time last night and I am very happy I did.  The acting was superb. The story line was believable and well told.  The acting was good.,1
Movies_and_TV_5,3,CG,"I agree with the other reviewers here, the movie is pretty good.  The acting is pretty good.  The story is pretty good.  The acting is pretty good.  The movie is pretty good.  The acting is pretty good. ",1
Movies_and_TV_5,5,OR,"Unlike ""Gone Girl"" the packaging was exactly as you'd expect a better dvd to be in.  Also the movie is brilliant and I have absolutely no negative comment to make about this movie and how Amazon sent it to me in the mail.  Regards,  Naomi  (Martin)",0
Movies_and_TV_5,1,OR,"Totally retarded, ""I've got amnesia, people are out to kill me, who am I and how can I stop this insidious plot that I'm starting to unravel"" type of a film. Incorporates elements of the Bourne trilogy, Memento, Salt, some of those stupid Tom Cruise movies, etc. Dumb dumb dumb.",0
Movies_and_TV_5,5,OR,"words cannot describe this anime, I watched it in Japanese first ages ago and I just had to have it. Have watched another 5 times and still cannot get over it. this show has been ratted one of the best and it is for a reason, I highly recommend it.",0
Movies_and_TV_5,5,OR,"Like Damages, saw all episodes, but it got to where there was to much dirty language and sex. I don't care for that. Movies can be just as good without all the bad language and sex scenes. Otherwise the story line and acting was good. Glen Close was a monster.",0
Movies_and_TV_5,4,OR,I had to watch this episode for one of my master's classes and it was my first foray into Mad Men.  I liked it and ended up watching seasons 1-3 via Netflix.  The quality was good but my computer had to keep rebuffering it based on the speed.,0
Movies_and_TV_5,5,OR,My daughter has been watching the Supernatural series from the very start and was missing the seventh season. I bought it for her as a black Friday deal so it was super cheap and it arrived in record time. She loves it! I recommend it to anyone who loves Supernatural.,0
Movies_and_TV_5,5,OR,"we have been DeNiro fans for some time, had seen the move before, and really wanted it in my library. So far we have watched it a couple of time and our neighbors borrowed it so they could view it again.  So glad that Amazon has the old favorites.",0
